test_case_id,step_number,endpoint,method,test_data_row,reason,request_params,request_body,final_url,response_status,expected_status,execution_time,status
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,11,,"{""SearchTerm"": ""education"", ""Session"": 2023, ""MemberId"": 101, ""DepartmentId"": 5, ""IsDefeated"": false, ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&MemberId=101&DepartmentId=5&IsDefeated=False&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True,200,2xx,1.195s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,12,,"{""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""IsInAmendableStage"": true, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?CurrentHouse=Commons&OriginatingHouse=Lords&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&BillType=10&BillType=20&SortOrder=TitleAscending&IsInAmendableStage=True&Take=50,200,2xx,4.415s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,13,,"{""Session"": 2023, ""CurrentHouse"": ""Commons"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""IsDefeated"": false, ""SortOrder"": ""TitleAscending"", ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?Session=2023&CurrentHouse=Commons&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&IsDefeated=False&SortOrder=TitleAscending&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,2.838s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,14,,"{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&MemberId=101&DepartmentId=5&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Take=50,200,2xx,0.794s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,15,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""IsDefeated"": false, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&IsDefeated=False&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&Skip=0&Take=50,200,2xx,2.870s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,16,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002]}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002,200,2xx,1.749s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,17,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,2.853s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,18,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""Session"": 2023, ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?Session=2023&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,3.844s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,19,,"{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.066s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,20,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0,200,2xx,0.659s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,21,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Take=50,200,2xx,2.274s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,22,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&Skip=0&Take=50,200,2xx,0.989s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,23,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.987s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,24,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.600s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,25,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,1.204s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,26,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,2.506s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,27,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,4.131s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,28,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.980s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,29,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,1.489s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,30,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.958s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,31,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&OriginatingHouse=Lords&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.973s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,32,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""CurrentHouse"": ""Commons"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&CurrentHouse=Commons&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,1.045s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,33,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""Session"": 2023, ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&Session=2023&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.871s,PASS
_api_v1_Bills_GetBills_0_1,1,get-/api/v1/Bills,GET,34,"All fields are present and valid: enums match allowed values, integers are parseable and reasonable, booleans are valid, and arrays contain valid integers.","{""SearchTerm"": ""education"", ""CurrentHouse"": ""Commons"", ""OriginatingHouse"": ""Lords"", ""MemberId"": 101, ""DepartmentId"": 5, ""BillStage"": [1, 2, 3], ""BillStagesExcluded"": [4, 5], ""IsDefeated"": false, ""IsWithdrawn"": true, ""BillType"": [10, 20], ""SortOrder"": ""TitleAscending"", ""BillIds"": [1001, 1002], ""IsInAmendableStage"": true, ""Skip"": 0, ""Take"": 50}",{},https://bills-api.parliament.uk/api/v1/Bills?SearchTerm=education&CurrentHouse=Commons&OriginatingHouse=Lords&MemberId=101&DepartmentId=5&BillStage=1&BillStage=2&BillStage=3&BillStagesExcluded=4&BillStagesExcluded=5&IsDefeated=False&IsWithdrawn=True&BillType=10&BillType=20&SortOrder=TitleAscending&BillIds=1001&BillIds=1002&IsInAmendableStage=True&Skip=0&Take=50,200,2xx,0.806s,PASS
